"name"	"taxRank"	"taxID"	"Mean"	"barcode01.cladeReads"	"barcode02.cladeReads"	"barcode03.cladeReads"	"barcode04.cladeReads"	"barcode05.cladeReads"	"barcode06.cladeReads"	"barcode07.cladeReads"	"barcode08.cladeReads"	"barcode09.cladeReads"	"barcode10.cladeReads"	"barcode11.cladeReads"	"barcode12.cladeReads"	"barcode13.cladeReads"	"Mean.1"	"barcode01.taxonReads"	"barcode02.taxonReads"	"barcode03.taxonReads"	"barcode04.taxonReads"	"barcode05.taxonReads"	"barcode06.taxonReads"	"barcode07.taxonReads"	"barcode08.taxonReads"	"barcode09.taxonReads"	"barcode10.taxonReads"	"barcode11.taxonReads"	"barcode12.taxonReads"	"barcode13.taxonReads"	"Mean.2"	"barcode01.cladeReads.."	"barcode02.cladeReads.."	"barcode03.cladeReads.."	"barcode04.cladeReads.."	"barcode05.cladeReads.."	"barcode06.cladeReads.."	"barcode07.cladeReads.."	"barcode08.cladeReads.."	"barcode09.cladeReads.."	"barcode10.cladeReads.."	"barcode11.cladeReads.."	"barcode12.cladeReads.."	"barcode13.cladeReads.."	"Mean.3"	"barcode01.taxonReads.."	"barcode02.taxonReads.."	"barcode03.taxonReads.."	"barcode04.taxonReads.."	"barcode05.taxonReads.."	"barcode06.taxonReads.."	"barcode07.taxonReads.."	"barcode08.taxonReads.."	"barcode09.taxonReads.."	"barcode10.taxonReads.."	"barcode11.taxonReads.."	"barcode12.taxonReads.."	"barcode13.taxonReads.."	"lineage"
"Bradyrhizobium oligotrophicum"	"S"	44255	77.077	107	79	67	81	50	107	74	95	56	65	68	153	NA	77.077	107	79	67	81	50	107	74	95	56	65	68	153	NA	0.0050375	0.006966	0.005105	0.00654	0.005953	0.003458	0.004847	0.003886	0.004579	0.004177	0.0041	0.004227	0.01165	NA	0.0050375	0.006966	0.005105	0.00654	0.005953	0.003458	0.004847	0.003886	0.004579	0.004177	0.0041	0.004227	0.01165	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium cosmicum"	"S"	1404864	39.385	51	25	26	40	24	65	64	75	24	37	27	54	NA	39.385	51	25	26	40	24	65	64	75	24	37	27	54	NA	0.0024544	0.00332	0.001615	0.002538	0.00294	0.00166	0.002945	0.003361	0.003615	0.00179	0.002334	0.001678	0.004111	NA	0.0024544	0.00332	0.001615	0.002538	0.00294	0.00166	0.002945	0.003361	0.003615	0.00179	0.002334	0.001678	0.004111	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium sediminis"	"S"	2840469	47.615	43	37	27	37	55	81	84	101	41	46	43	24	NA	47.615	43	37	27	37	55	81	84	101	41	46	43	24	NA	0.0029043	0.002799	0.002391	0.002635	0.002719	0.003803	0.00367	0.004411	0.004869	0.003058	0.002901	0.002673	0.001827	NA	0.0029043	0.002799	0.002391	0.002635	0.002719	0.003803	0.00367	0.004411	0.004869	0.003058	0.002901	0.002673	0.001827	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium canariense"	"S"	255045	43.692	35	24	15	22	30	114	74	76	46	55	52	25	NA	43.692	35	24	15	22	30	114	74	76	46	55	52	25	NA	0.0025952	0.002279	0.001551	0.001464	0.001617	0.002075	0.005165	0.003886	0.003664	0.003431	0.003469	0.003233	0.001903	NA	0.0025952	0.002279	0.001551	0.001464	0.001617	0.002075	0.005165	0.003886	0.003664	0.003431	0.003469	0.003233	0.001903	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium barranii"	"S"	2992140	23.462	34	23	15	15	20	47	34	39	24	20	19	15	NA	23.462	34	23	15	15	20	47	34	39	24	20	19	15	NA	0.0014475	0.002214	0.001486	0.001464	0.001102	0.001383	0.002129	0.001785	0.00188	0.00179	0.001261	0.001181	0.001142	NA	0.0014475	0.002214	0.001486	0.001464	0.001102	0.001383	0.002129	0.001785	0.00188	0.00179	0.001261	0.001181	0.001142	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium ontarionense"	"S"	2898149	27.846	27	15	15	22	29	40	43	53	34	31	35	18	NA	27.846	27	15	15	22	29	40	43	53	34	31	35	18	NA	0.0017289	0.001758	0.0009692	0.001464	0.001617	0.002005	0.001812	0.002258	0.002555	0.002536	0.001955	0.002176	0.00137	NA	0.0017289	0.001758	0.0009692	0.001464	0.001617	0.002005	0.001812	0.002258	0.002555	0.002536	0.001955	0.002176	0.00137	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium arachidis"	"S"	858423	23.769	26	26	14	17	29	41	26	41	24	25	27	13	NA	23.769	26	26	14	17	29	41	26	41	24	25	27	13	NA	0.001479	0.001693	0.00168	0.001367	0.001249	0.002005	0.001857	0.001365	0.001976	0.00179	0.001577	0.001678	0.0009897	NA	0.001479	0.001693	0.00168	0.001367	0.001249	0.002005	0.001857	0.001365	0.001976	0.00179	0.001577	0.001678	0.0009897	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium elkanii"	"S"	29448	70.231	65	74	42	60	40	111	68	70	56	71	70	186	NA	70.231	65	74	42	60	40	111	68	70	56	71	70	186	NA	0.0045716	0.004232	0.004782	0.0041	0.00441	0.002766	0.005029	0.003571	0.003374	0.004177	0.004478	0.004352	0.01416	NA	0.0045716	0.004232	0.004782	0.0041	0.00441	0.002766	0.005029	0.003571	0.003374	0.004177	0.004478	0.004352	0.01416	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium paxllaeri"	"S"	190148	19	24	19	NA	10	16	35	28	45	NA	27	18	NA	25	19	24	19	NA	10	16	35	28	45	NA	27	18	NA	25	0.0010892	0.001563	0.001228	NA	0.000735	0.001106	0.001586	0.00147	0.002169	NA	0.001703	0.001119	NA	0.00148	0.0010892	0.001563	0.001228	NA	0.000735	0.001106	0.001586	0.00147	0.002169	NA	0.001703	0.001119	NA	0.00148	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium symbiodeficiens"	"S"	1404367	15.154	24	12	11	NA	21	22	27	26	11	16	17	10	NA	15.154	24	12	11	NA	21	22	27	26	11	16	17	10	NA	0.00093692	0.001563	0.0007754	0.001074	NA	0.001452	0.0009967	0.001418	0.001253	0.0008205	0.001009	0.001057	0.0007613	NA	0.00093692	0.001563	0.0007754	0.001074	NA	0.001452	0.0009967	0.001418	0.001253	0.0008205	0.001009	0.001057	0.0007613	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium guangzhouense"	"S"	1325095	24.462	24	NA	NA	NA	17	73	54	54	21	15	30	30	NA	24.462	24	NA	NA	NA	17	73	54	54	21	15	30	30	NA	0.0013959	0.001563	NA	NA	NA	0.001176	0.003307	0.002836	0.002603	0.001566	0.0009461	0.001865	0.002284	NA	0.0013959	0.001563	NA	NA	NA	0.001176	0.003307	0.002836	0.002603	0.001566	0.0009461	0.001865	0.002284	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium guangxiense"	"S"	1325115	12.077	22	13	NA	12	20	27	21	17	11	14	NA	NA	NA	12.077	22	13	NA	12	20	27	21	17	11	14	NA	NA	NA	0.000722	0.001432	0.00084	NA	0.000882	0.001383	0.001223	0.001103	0.0008195	0.0008205	0.000883	NA	NA	NA	0.000722	0.001432	0.00084	NA	0.000882	0.001383	0.001223	0.001103	0.0008195	0.0008205	0.000883	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium lablabi"	"S"	722472	785.38	854	930	536	768	829	1245	1113	1269	692	969	1005	NA	NA	785.38	854	930	536	768	829	1245	1113	1269	692	969	1005	NA	NA	0.048693	0.0556	0.06009	0.05232	0.05645	0.05733	0.0564	0.05844	0.06117	0.05161	0.06112	0.06248	NA	NA	0.048693	0.0556	0.06009	0.05232	0.05645	0.05733	0.0564	0.05844	0.06117	0.05161	0.06112	0.06248	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium betae"	"S"	244734	13.231	18	10	NA	19	10	27	28	16	11	15	18	NA	NA	13.231	18	10	NA	19	10	27	28	16	11	15	18	NA	NA	0.00078889	0.001172	0.0006462	NA	0.001396	0.0006915	0.001223	0.00147	0.0007713	0.0008205	0.0009461	0.001119	NA	NA	0.00078889	0.001172	0.0006462	NA	0.001396	0.0006915	0.001223	0.00147	0.0007713	0.0008205	0.0009461	0.001119	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium roseus"	"S"	3056648	22.077	18	18	17	16	30	49	41	34	15	21	28	NA	NA	22.077	18	18	17	16	30	49	41	34	15	21	28	NA	NA	0.0013417	0.001172	0.001163	0.001659	0.001176	0.002075	0.00222	0.002153	0.001639	0.001119	0.001325	0.001741	NA	NA	0.0013417	0.001172	0.001163	0.001659	0.001176	0.002075	0.00222	0.002153	0.001639	0.001119	0.001325	0.001741	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium icense"	"S"	1274631	12	15	16	10	13	NA	19	24	22	13	10	14	NA	NA	12	15	16	10	13	NA	19	24	22	13	10	14	NA	NA	0.00073805	0.0009766	0.001034	0.0009761	0.0009555	NA	0.0008608	0.00126	0.001061	0.0009696	0.0006307	0.0008703	NA	NA	0.00073805	0.0009766	0.001034	0.0009761	0.0009555	NA	0.0008608	0.00126	0.001061	0.0009696	0.0006307	0.0008703	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium septentrionale"	"S"	1404411	8.2308	15	NA	NA	12	NA	20	17	17	12	14	NA	NA	NA	8.2308	15	NA	NA	12	NA	20	17	17	12	14	NA	NA	NA	0.00048115	0.0009766	NA	NA	0.000882	NA	0.0009061	0.0008927	0.0008195	0.0008951	0.000883	NA	NA	NA	0.00048115	0.0009766	NA	NA	0.000882	NA	0.0009061	0.0008927	0.0008195	0.0008951	0.000883	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium japonicum"	"S"	375	79.692	113	132	NA	NA	114	141	129	132	135	140	NA	NA	NA	79.692	113	132	NA	NA	114	141	129	132	135	140	NA	NA	NA	0.0047842	0.007357	0.008529	NA	NA	0.007883	0.006388	0.006774	0.006363	0.01007	0.00883	NA	NA	NA	0.0047842	0.007357	0.008529	NA	NA	0.007883	0.006388	0.006774	0.006363	0.01007	0.00883	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium vignae"	"S"	1549949	27.385	38	40	27	30	22	60	35	49	NA	26	29	NA	NA	27.385	38	40	27	30	22	60	35	49	NA	26	29	NA	NA	0.0016755	0.002474	0.002585	0.002635	0.002205	0.001521	0.002718	0.001838	0.002362	NA	0.00164	0.001803	NA	NA	0.0016755	0.002474	0.002585	0.002635	0.002205	0.001521	0.002718	0.001838	0.002362	NA	0.00164	0.001803	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium yuanmingense"	"S"	108015	22.462	34	NA	NA	NA	20	46	45	33	31	36	47	NA	NA	22.462	34	NA	NA	NA	20	46	45	33	31	36	47	NA	NA	0.0013185	0.002214	NA	NA	NA	0.001383	0.002084	0.002363	0.001591	0.002312	0.002271	0.002922	NA	NA	0.0013185	0.002214	NA	NA	NA	0.001383	0.002084	0.002363	0.001591	0.002312	0.002271	0.002922	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium huanghuaihaiense"	"S"	990078	6.5385	13	10	NA	NA	NA	16	17	12	NA	NA	NA	17	NA	6.5385	13	10	NA	NA	NA	16	17	12	NA	NA	NA	17	NA	0.00038328	0.0008464	0.0006462	NA	NA	NA	0.0007248	0.0008927	0.0005785	NA	NA	NA	0.001294	NA	0.00038328	0.0008464	0.0006462	NA	NA	NA	0.0007248	0.0008927	0.0005785	NA	NA	NA	0.001294	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium brasilense"	"S"	1419277	12.462	13	11	NA	11	14	19	15	28	12	20	19	NA	NA	12.462	13	11	NA	11	14	19	15	28	12	20	19	NA	NA	0.0007438	0.0008464	0.0007108	NA	0.0008085	0.0009681	0.0008608	0.0007877	0.00135	0.0008951	0.001261	0.001181	NA	NA	0.0007438	0.0008464	0.0007108	NA	0.0008085	0.0009681	0.0008608	0.0007877	0.00135	0.0008951	0.001261	0.001181	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium commune"	"S"	83627	9.9231	12	14	NA	11	12	15	14	23	17	11	NA	NA	NA	9.9231	12	14	NA	11	12	15	14	23	17	11	NA	NA	NA	0.00060074	0.0007813	0.0009046	NA	0.0008085	0.0008298	0.0006795	0.0007351	0.001109	0.001268	0.0006938	NA	NA	NA	0.00060074	0.0007813	0.0009046	NA	0.0008085	0.0008298	0.0006795	0.0007351	0.001109	0.001268	0.0006938	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Bradyrhizobium quebecense"	"S"	2748629	7.3077	10	NA	NA	NA	NA	21	23	11	NA	NA	15	15	NA	7.3077	10	NA	NA	NA	NA	21	23	11	NA	NA	15	15	NA	0.00041655	0.000651	NA	NA	NA	NA	0.0009514	0.001208	0.0005303	NA	NA	0.0009325	0.001142	NA	0.00041655	0.000651	NA	NA	NA	NA	0.0009514	0.001208	0.0005303	NA	NA	0.0009325	0.001142	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium"
"Rhodopseudomonas palustris"	"S"	1076	252.69	191	369	248	356	300	363	326	331	183	217	198	203	NA	252.69	191	369	248	356	300	363	326	331	183	217	198	203	NA	0.016309	0.01243	0.02384	0.02421	0.02617	0.02075	0.01644	0.01712	0.01596	0.01365	0.01369	0.01231	0.01545	NA	0.016309	0.01243	0.02384	0.02421	0.02617	0.02075	0.01644	0.01712	0.01596	0.01365	0.01369	0.01231	0.01545	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Rhodopseudomonas"
"Rhodopseudomonas sp. P2A-2r"	"S"	2991972	26.846	34	28	16	30	28	40	33	45	22	19	25	29	NA	26.846	34	28	16	30	28	40	33	45	22	19	25	29	NA	0.0016955	0.002214	0.001809	0.001562	0.002205	0.001936	0.001812	0.001733	0.002169	0.001641	0.001198	0.001554	0.002208	NA	0.0016955	0.002214	0.001809	0.001562	0.002205	0.001936	0.001812	0.001733	0.002169	0.001641	0.001198	0.001554	0.002208	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Rhodopseudomonas>unclassified&nbsp;Rhodopseudomonas"
"Rhodopseudomonas sp. BAL398"	"S"	3034676	18.692	14	29	14	13	18	32	38	34	17	18	16	NA	NA	18.692	14	29	14	13	18	32	38	34	17	18	16	NA	NA	0.0011411	0.0009115	0.001874	0.001367	0.0009555	0.001245	0.00145	0.001995	0.001639	0.001268	0.001135	0.0009947	NA	NA	0.0011411	0.0009115	0.001874	0.001367	0.0009555	0.001245	0.00145	0.001995	0.001639	0.001268	0.001135	0.0009947	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Rhodopseudomonas>unclassified&nbsp;Rhodopseudomonas"
"Rhodopseudomonas boonkerdii"	"S"	475937	74.538	53	182	110	129	69	105	75	98	37	34	39	38	NA	74.538	53	182	110	129	69	105	75	98	37	34	39	38	NA	0.0049112	0.003451	0.01176	0.01074	0.009481	0.004772	0.004757	0.003938	0.004724	0.00276	0.002145	0.002424	0.002893	NA	0.0049112	0.003451	0.01176	0.01074	0.009481	0.004772	0.004757	0.003938	0.004724	0.00276	0.002145	0.002424	0.002893	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Rhodopseudomonas"
"Tardiphaga sp. 37S4"	"S"	1404741	46.462	82	54	33	45	40	68	57	68	43	46	52	16	NA	46.462	82	54	33	45	40	68	57	68	43	46	52	16	NA	0.0029256	0.005339	0.003489	0.003221	0.003307	0.002766	0.003081	0.002993	0.003278	0.003207	0.002901	0.003233	0.001218	NA	0.0029256	0.005339	0.003489	0.003221	0.003307	0.002766	0.003081	0.002993	0.003278	0.003207	0.002901	0.003233	0.001218	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Tardiphaga>unclassified&nbsp;Tardiphaga"
"Tardiphaga sp. 709"	"S"	3076039	12.846	14	21	14	15	14	18	19	26	NA	11	15	NA	NA	12.846	14	21	14	15	14	18	19	26	NA	11	15	NA	NA	0.00079985	0.0009115	0.001357	0.001367	0.001102	0.0009681	0.0008154	0.0009977	0.001253	NA	0.0006938	0.0009325	NA	NA	0.00079985	0.0009115	0.001357	0.001367	0.001102	0.0009681	0.0008154	0.0009977	0.001253	NA	0.0006938	0.0009325	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Tardiphaga>unclassified&nbsp;Tardiphaga"
"Tardiphaga sp. 42S5"	"S"	1404799	11.846	12	14	12	NA	NA	26	24	25	12	14	15	NA	NA	11.846	12	14	12	NA	NA	26	24	25	12	14	15	NA	NA	0.0007085	0.0007813	0.0009046	0.001171	NA	NA	0.001178	0.00126	0.001205	0.0008951	0.000883	0.0009325	NA	NA	0.0007085	0.0007813	0.0009046	0.001171	NA	NA	0.001178	0.00126	0.001205	0.0008951	0.000883	0.0009325	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Tardiphaga>unclassified&nbsp;Tardiphaga"
"Tardiphaga alba"	"S"	340268	33	28	58	32	49	28	42	41	52	29	26	30	14	NA	33	28	58	32	49	28	42	41	52	29	26	30	14	NA	0.0021176	0.001823	0.003748	0.003124	0.003601	0.001936	0.001903	0.002153	0.002507	0.002163	0.00164	0.001865	0.001066	NA	0.0021176	0.001823	0.003748	0.003124	0.003601	0.001936	0.001903	0.002153	0.002507	0.002163	0.00164	0.001865	0.001066	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Tardiphaga"
"Afipia carboxidovorans"	"S"	40137	63.154	81	51	26	61	51	105	89	101	65	63	76	52	NA	63.154	81	51	26	61	51	105	89	101	65	63	76	52	NA	0.003917	0.005273	0.003295	0.002538	0.004483	0.003527	0.004757	0.004673	0.004869	0.004848	0.003974	0.004725	0.003959	NA	0.003917	0.005273	0.003295	0.002538	0.004483	0.003527	0.004757	0.004673	0.004869	0.004848	0.003974	0.004725	0.003959	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Afipia"
"[Pseudomonas] carboxydohydrogena"	"S"	290	20.615	38	13	NA	19	33	31	31	37	13	21	12	20	NA	20.615	38	13	NA	19	33	31	31	37	13	21	12	20	NA	0.0012594	0.002474	0.00084	NA	0.001396	0.002282	0.001404	0.001628	0.001784	0.0009696	0.001325	0.000746	0.001523	NA	0.0012594	0.002474	0.00084	NA	0.001396	0.002282	0.001404	0.001628	0.001784	0.0009696	0.001325	0.000746	0.001523	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Afipia"
"Afipia sp. GAS231"	"S"	1882747	6.9231	13	NA	NA	12	NA	NA	13	11	12	15	14	NA	NA	6.9231	13	NA	NA	12	NA	NA	13	11	12	15	14	NA	NA	0.00043483	0.0008464	NA	NA	0.000882	NA	NA	0.0006826	0.0005303	0.0008951	0.0009461	0.0008703	NA	NA	0.00043483	0.0008464	NA	NA	0.000882	NA	NA	0.0006826	0.0005303	0.0008951	0.0009461	0.0008703	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Afipia>unclassified&nbsp;Afipia"
"Nitrobacter hamburgensis"	"S"	912	47.308	60	32	22	41	36	77	86	75	47	62	56	21	NA	47.308	60	32	22	41	36	77	86	75	47	62	56	21	NA	0.0029031	0.003906	0.002068	0.002147	0.003013	0.00249	0.003488	0.004516	0.003615	0.003506	0.003911	0.003481	0.001599	NA	0.0029031	0.003906	0.002068	0.002147	0.003013	0.00249	0.003488	0.004516	0.003615	0.003506	0.003911	0.003481	0.001599	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Nitrobacter"
"Variibacter gotjawalensis"	"S"	1333996	10.692	16	13	NA	16	12	19	19	16	NA	17	11	NA	NA	10.692	16	13	NA	16	12	19	19	16	NA	17	11	NA	NA	0.00063642	0.001042	0.00084	NA	0.001176	0.0008298	0.0008608	0.0009977	0.0007713	NA	0.001072	0.0006838	NA	NA	0.00063642	0.001042	0.00084	NA	0.001176	0.0008298	0.0008608	0.0009977	0.0007713	NA	0.001072	0.0006838	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Variibacter"
"Mesorhizobium sp. Pch-S"	"S"	2082387	213.85	360	230	115	176	212	488	359	380	110	150	147	53	NA	213.85	360	230	115	176	212	488	359	380	110	150	147	53	NA	0.012865	0.02344	0.01486	0.01123	0.01294	0.01466	0.02211	0.01885	0.01832	0.008205	0.009461	0.009138	0.004035	NA	0.012865	0.02344	0.01486	0.01123	0.01294	0.01466	0.02211	0.01885	0.01832	0.008205	0.009461	0.009138	0.004035	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Phyllobacteriaceae>Mesorhizobium>unclassified&nbsp;Mesorhizobium"
"Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1"	"S"	2493671	90.538	192	100	74	74	72	151	124	125	78	77	83	27	NA	90.538	192	100	74	74	72	151	124	125	78	77	83	27	NA	0.0056825	0.0125	0.006462	0.007223	0.005439	0.004979	0.006841	0.006511	0.006026	0.005818	0.004857	0.00516	0.002056	NA	0.0056825	0.0125	0.006462	0.007223	0.005439	0.004979	0.006841	0.006511	0.006026	0.005818	0.004857	0.00516	0.002056	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Phyllobacteriaceae>Mesorhizobium>unclassified&nbsp;Mesorhizobium"
"Mesorhizobium sp. 8"	"S"	2584466	219.31	94	80	50	68	99	798	687	744	49	77	74	31	NA	219.31	94	80	50	68	99	798	687	744	49	77	74	31	NA	0.011659	0.00612	0.005169	0.00488	0.004998	0.006846	0.03615	0.03607	0.03586	0.003655	0.004857	0.0046	0.00236	NA	0.011659	0.00612	0.005169	0.00488	0.004998	0.006846	0.03615	0.03607	0.03586	0.003655	0.004857	0.0046	0.00236	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Phyllobacteriaceae>Mesorhizobium>unclassified&nbsp;Mesorhizobium"
"Mesorhizobium sp. J8"	"S"	2777475	53.846	59	59	40	56	37	107	84	101	37	54	48	18	NA	53.846	59	59	40	56	37	107	84	101	37	54	48	18	NA	0.0032984	0.003841	0.003812	0.003904	0.004116	0.002559	0.004847	0.004411	0.004869	0.00276	0.003406	0.002984	0.00137	NA	0.0032984	0.003841	0.003812	0.003904	0.004116	0.002559	0.004847	0.004411	0.004869	0.00276	0.003406	0.002984	0.00137	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Phyllobacteriaceae>Mesorhizobium>unclassified&nbsp;Mesorhizobium"
"Mesorhizobium sp. L-2-11"	"S"	2744521	32.692	46	23	19	11	20	64	71	79	24	23	17	28	NA	32.692	46	23	19	11	20	64	71	79	24	23	17	28	NA	0.0019533	0.002995	0.001486	0.001855	0.0008085	0.001383	0.002899	0.003728	0.003808	0.00179	0.001451	0.001057	0.002132	NA	0.0019533	0.002995	0.001486	0.001855	0.0008085	0.001383	0.002899	0.003728	0.003808	0.00179	0.001451	0.001057	0.002132	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Phyllobacteriaceae>Mesorhizobium>unclassified&nbsp;Mesorhizobium"
"Mesorhizobium sp. DCY119"	"S"	2108445	70.154	42	44	29	34	39	233	177	224	17	29	27	17	NA	70.154	42	44	29	34	39	233	177	224	17	29	27	17	NA	0.0038713	0.002734	0.002843	0.002831	0.002499	0.002697	0.01056	0.009294	0.0108	0.001268	0.001829	0.001678	0.001294	NA	0.0038713	0.002734	0.002843	0.002831	0.002499	0.002697	0.01056	0.009294	0.0108	0.001268	0.001829	0.001678	0.001294	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Phyllobacteriaceae>Mesorhizobium>unclassified&nbsp;Mesorhizobium"
