"name"	"taxRank"	"taxID"	"Max"	"barcode18.cladeReads"	"barcode19.cladeReads"	"barcode20.cladeReads"	"barcode21.cladeReads"	"barcode22.cladeReads"	"barcode23.cladeReads"	"barcode24.cladeReads"	"Max.1"	"barcode18.cladeReads.."	"barcode19.cladeReads.."	"barcode20.cladeReads.."	"barcode21.cladeReads.."	"barcode22.cladeReads.."	"barcode23.cladeReads.."	"barcode24.cladeReads.."	"lineage"
"Pseudomonas sp. TUM22785"	"S"	3019098	342	NA	NA	342	79	101	97	59	0.003832	NA	NA	0.003832	0.0008986	0.001149	0.001106	0.001343	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. BT-42-2"	"S"	2986927	1128	NA	NA	314	824	905	885	1128	0.02568	NA	NA	0.003518	0.009372	0.01029	0.01009	0.02568	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. HLS-6"	"S"	2049589	4099	NA	NA	305	3918	3977	4099	327	0.04673	NA	NA	0.003417	0.04456	0.04523	0.04673	0.007446	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. JQ170C"	"S"	3110111	421	NA	NA	292	406	421	408	346	0.007878	NA	NA	0.003271	0.004618	0.004788	0.004651	0.007878	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. MTM4"	"S"	2705472	295	NA	NA	295	194	154	162	100	0.003305	NA	NA	0.003305	0.002207	0.001751	0.001847	0.002277	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. CC6-YY-74"	"S"	1930532	380	NA	NA	380	159	146	152	110	0.004257	NA	NA	0.004257	0.001808	0.00166	0.001733	0.002505	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. p1(2021b)"	"S"	2874628	646	NA	NA	287	593	641	646	315	0.007364	NA	NA	0.003215	0.006745	0.007289	0.007364	0.007173	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. M30-35"	"S"	1981174	213	NA	NA	213	190	202	192	60	0.002386	NA	NA	0.002386	0.002161	0.002297	0.002189	0.001366	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. RtIB026"	"S"	2749999	3382	NA	NA	277	3096	3261	3382	188	0.03855	NA	NA	0.003103	0.03521	0.03708	0.03855	0.004281	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. AA-38"	"S"	3028807	1135	NA	NA	1135	786	902	788	528	0.01272	NA	NA	0.01272	0.00894	0.01026	0.008983	0.01202	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. PSKL.D1"	"S"	3029060	380	NA	NA	209	354	374	380	247	0.005624	NA	NA	0.002342	0.004026	0.004253	0.004332	0.005624	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. DG56-2"	"S"	2320270	290	NA	NA	202	283	290	286	174	0.003962	NA	NA	0.002263	0.003219	0.003298	0.00326	0.003962	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. PIA16"	"S"	2931382	200	NA	NA	200	96	123	131	123	0.002801	NA	NA	0.002241	0.001092	0.001399	0.001493	0.002801	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. Leaf58"	"S"	1736226	260	NA	NA	203	244	260	244	230	0.005237	NA	NA	0.002274	0.002775	0.002957	0.002782	0.005237	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. LS1212"	"S"	2972478	192	NA	NA	192	157	146	147	158	0.003598	NA	NA	0.002151	0.001786	0.00166	0.001676	0.003598	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. CMR5c"	"S"	658630	360	NA	NA	228	220	241	210	360	0.008197	NA	NA	0.002554	0.002502	0.002741	0.002394	0.008197	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. TMP25"	"S"	3136561	620	NA	NA	620	199	315	298	128	0.006946	NA	NA	0.006946	0.002263	0.003582	0.003397	0.002915	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. GOM7"	"S"	2998079	941	NA	NA	941	671	756	662	388	0.01054	NA	NA	0.01054	0.007632	0.008597	0.007547	0.008835	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. KU43P"	"S"	2487887	350	NA	NA	185	309	350	345	206	0.004691	NA	NA	0.002073	0.003515	0.00398	0.003933	0.004691	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. PONIH3"	"S"	1636610	465	NA	NA	465	125	132	113	110	0.00521	NA	NA	0.00521	0.001422	0.001501	0.001288	0.002505	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. RC10"	"S"	3139142	322	NA	NA	168	322	279	257	84	0.003662	NA	NA	0.001882	0.003662	0.003173	0.00293	0.001913	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. C27(2019)"	"S"	2604941	166	NA	NA	166	93	99	83	143	0.003256	NA	NA	0.00186	0.001058	0.001126	0.0009462	0.003256	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. G.S.17"	"S"	3137451	157	NA	NA	157	91	93	85	59	0.001759	NA	NA	0.001759	0.001035	0.001058	0.000969	0.001343	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. OIL-1"	"S"	2706126	166	NA	NA	166	116	135	157	46	0.00186	NA	NA	0.00186	0.001319	0.001535	0.00179	0.001047	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. MM227"	"S"	3019968	147	NA	NA	147	95	106	97	62	0.001647	NA	NA	0.001647	0.001081	0.001205	0.001106	0.001412	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. REST10"	"S"	2512235	416	NA	NA	416	298	306	365	184	0.004661	NA	NA	0.004661	0.003389	0.00348	0.004161	0.00419	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. L5B5"	"S"	2883205	144	NA	NA	144	95	105	91	76	0.001731	NA	NA	0.001613	0.001081	0.001194	0.001037	0.001731	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. LRP2-20"	"S"	2944234	271	NA	NA	147	242	243	271	171	0.003894	NA	NA	0.001647	0.002753	0.002763	0.003089	0.003894	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. gcc21"	"S"	2726989	415	NA	NA	140	349	415	375	33	0.004719	NA	NA	0.001569	0.00397	0.004719	0.004275	0.0007514	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. F3-2"	"S"	3141539	130	NA	NA	130	103	103	95	72	0.001639	NA	NA	0.001456	0.001172	0.001171	0.001083	0.001639	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. MH9.2"	"S"	3048629	196	NA	NA	128	194	196	196	79	0.002234	NA	NA	0.001434	0.002207	0.002229	0.002234	0.001799	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. Marseille-Q3773"	"S"	2866592	232	NA	NA	139	169	204	232	184	0.00419	NA	NA	0.001557	0.001922	0.00232	0.002645	0.00419	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. CCOS 191"	"S"	1649877	700	NA	NA	196	638	643	700	121	0.00798	NA	NA	0.002196	0.007257	0.007312	0.00798	0.002755	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. Ost2"	"S"	2678260	126	NA	NA	126	78	72	82	102	0.002323	NA	NA	0.001412	0.0008872	0.0008188	0.0009348	0.002323	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. FP198"	"S"	2954084	154	NA	NA	114	154	121	119	32	0.001752	NA	NA	0.001277	0.001752	0.001376	0.001357	0.0007286	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. TMP9"	"S"	3133144	372	NA	NA	372	265	312	292	NA	0.004168	NA	NA	0.004168	0.003014	0.003548	0.003329	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. 7SR1"	"S"	1881017	107	NA	NA	107	63	71	65	60	0.001366	NA	NA	0.001199	0.0007166	0.0008074	0.000741	0.001366	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. FP597"	"S"	2954096	112	NA	NA	112	38	42	41	34	0.001255	NA	NA	0.001255	0.0004322	0.0004776	0.0004674	0.0007742	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. MRSN 12121"	"S"	1611770	121	NA	NA	121	44	51	46	71	0.001617	NA	NA	0.001356	0.0005005	0.00058	0.0005244	0.001617	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. CCC3.1"	"S"	3048607	888	NA	NA	109	249	227	268	888	0.02022	NA	NA	0.001221	0.002832	0.002581	0.003055	0.02022	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. P8_241"	"S"	3043445	104	NA	NA	104	65	75	71	49	0.001165	NA	NA	0.001165	0.0007393	0.0008529	0.0008094	0.001116	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. LS.1a"	"S"	2920387	274	NA	NA	110	143	150	170	274	0.006239	NA	NA	0.001232	0.001627	0.001706	0.001938	0.006239	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. KU26590"	"S"	2991051	90	NA	NA	90	62	57	53	40	0.001008	NA	NA	0.001008	0.0007052	0.0006482	0.0006042	0.0009108	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. Lz4W"	"S"	1206777	212	NA	NA	90	68	72	74	212	0.004827	NA	NA	0.001008	0.0007734	0.0008188	0.0008436	0.004827	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. ML2-2023-3"	"S"	3122375	1147	NA	NA	92	53	61	65	1147	0.02612	NA	NA	0.001031	0.0006028	0.0006937	0.000741	0.02612	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. FP2309"	"S"	2954091	93	NA	NA	93	45	46	45	33	0.001042	NA	NA	0.001042	0.0005118	0.0005231	0.000513	0.0007514	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. HS-18"	"S"	2879114	259	NA	NA	161	259	209	256	74	0.002946	NA	NA	0.001804	0.002946	0.002377	0.002918	0.001685	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. DC1.2"	"S"	3048622	92	NA	NA	84	92	90	83	49	0.001116	NA	NA	0.0009411	0.001046	0.001023	0.0009462	0.001116	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. FP2335"	"S"	2954092	88	NA	NA	88	47	32	34	40	0.0009859	NA	NA	0.0009859	0.0005346	0.0003639	0.0003876	0.0009108	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. TE3-3-F2023"	"S"	3119004	321	NA	NA	92	144	130	138	321	0.007309	NA	NA	0.001031	0.001638	0.001478	0.001573	0.007309	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. S09G 359"	"S"	2054919	87	NA	NA	87	44	37	39	46	0.001047	NA	NA	0.0009747	0.0005005	0.0004208	0.0004446	0.001047	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. MAG733B"	"S"	3122079	80	NA	NA	80	40	41	41	NA	0.0008963	NA	NA	0.0008963	0.000455	0.0004663	0.0004674	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. Pc102"	"S"	2678261	82	NA	NA	82	NA	NA	38	NA	0.0009187	NA	NA	0.0009187	NA	NA	0.0004332	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. ADAK18"	"S"	2730848	72	NA	NA	72	39	51	45	40	0.0009108	NA	NA	0.0008067	0.0004436	0.00058	0.000513	0.0009108	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. DTU12.3"	"S"	2073078	81	NA	NA	81	41	44	NA	38	0.0009075	NA	NA	0.0009075	0.0004663	0.0005004	NA	0.0008653	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. FP2196"	"S"	2954086	148	NA	NA	76	146	148	136	NA	0.001683	NA	NA	0.0008515	0.001661	0.001683	0.00155	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. HS6"	"S"	2850559	77	NA	NA	77	41	37	52	NA	0.0008627	NA	NA	0.0008627	0.0004663	0.0004208	0.0005928	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. BW7P1"	"S"	2973088	73	NA	NA	73	41	33	43	37	0.0008425	NA	NA	0.0008179	0.0004663	0.0003753	0.0004902	0.0008425	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. B21-048"	"S"	2895490	75	NA	NA	75	36	NA	42	NA	0.0008403	NA	NA	0.0008403	0.0004095	NA	0.0004788	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. MPC6"	"S"	2498848	69	NA	NA	69	33	NA	NA	43	0.0009791	NA	NA	0.0007731	0.0003753	NA	NA	0.0009791	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. B21-040"	"S"	2895486	98	NA	NA	69	72	93	98	38	0.001117	NA	NA	0.0007731	0.0008189	0.001058	0.001117	0.0008653	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. WJP1"	"S"	2986947	68	NA	NA	68	49	44	40	40	0.0009108	NA	NA	0.0007619	0.0005573	0.0005004	0.000456	0.0009108	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. SK"	"S"	2729423	93	NA	NA	85	93	74	68	84	0.001913	NA	NA	0.0009523	0.001058	0.0008415	0.0007752	0.001913	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. G2-4"	"S"	1506334	70	NA	NA	70	40	51	35	NA	0.0007843	NA	NA	0.0007843	0.000455	0.00058	0.000399	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. LPB4.O"	"S"	3135254	72	NA	NA	72	47	45	47	48	0.001093	NA	NA	0.0008067	0.0005346	0.0005117	0.0005358	0.001093	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. RC3H12"	"S"	2834406	618	NA	NA	180	565	618	546	124	0.007028	NA	NA	0.002017	0.006426	0.007028	0.006224	0.002823	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. URMO17WK12:I11"	"S"	1283291	263	NA	NA	82	263	255	255	43	0.002991	NA	NA	0.0009187	0.002991	0.0029	0.002907	0.0009791	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. 10S4"	"S"	3048583	246	NA	NA	64	246	241	215	NA	0.002798	NA	NA	0.000717	0.002798	0.002741	0.002451	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. Seg1"	"S"	2678259	67	NA	NA	67	60	43	51	NA	0.0007507	NA	NA	0.0007507	0.0006824	0.000489	0.0005814	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. P5_109"	"S"	3043441	66	NA	NA	66	NA	40	38	32	0.0007394	NA	NA	0.0007394	NA	0.0004549	0.0004332	0.0007286	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. PP3"	"S"	2815936	64	NA	NA	64	58	49	49	NA	0.000717	NA	NA	0.000717	0.0006597	0.0005572	0.0005586	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. ADPe"	"S"	2774873	106	NA	NA	106	NA	NA	54	NA	0.001188	NA	NA	0.001188	NA	NA	0.0006156	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. DNDY-54"	"S"	2870860	79	NA	NA	62	72	64	79	NA	0.0009006	NA	NA	0.0006946	0.0008189	0.0007278	0.0009006	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. CYM-20-01"	"S"	2870750	65	NA	NA	65	NA	NA	NA	NA	0.0007282	NA	NA	0.0007282	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. S34"	"S"	1573718	62	NA	NA	62	47	53	NA	NA	0.0006946	NA	NA	0.0006946	0.0005346	0.0006027	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. JS3066"	"S"	3090665	585	NA	NA	585	332	311	350	NA	0.006554	NA	NA	0.006554	0.003776	0.003537	0.00399	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. B21-053"	"S"	2895493	61	NA	NA	61	58	61	49	NA	0.0006937	NA	NA	0.0006834	0.0006597	0.0006937	0.0005586	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. 31-12"	"S"	2201356	61	NA	NA	61	40	34	45	NA	0.0006834	NA	NA	0.0006834	0.000455	0.0003866	0.000513	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. LTJR-52"	"S"	2479392	167	NA	NA	55	158	167	149	NA	0.001899	NA	NA	0.0006162	0.001797	0.001899	0.001699	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. AN-B15"	"S"	2697023	527	NA	NA	246	517	491	527	339	0.007719	NA	NA	0.002756	0.00588	0.005584	0.006008	0.007719	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. S35"	"S"	1573719	59	NA	NA	59	53	46	50	41	0.0009336	NA	NA	0.000661	0.0006028	0.0005231	0.00057	0.0009336	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
